referrer,views_total,views_unique
Google,99,6
github.com,62,11
Bing,10,4
atis.org,9,1
statics.teams.cdn.office.net,4,3
m.facebook.com,2,1
en.m.wikipedia.org,1,1
kornshell.com,1,1
