time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,3.0,3.0,9.0,2.0
2024-04-03 00:00:00+00:00,3.0,3.0,68.0,7.0
2024-04-04 00:00:00+00:00,5.0,4.0,43.0,5.0
2024-04-05 00:00:00+00:00,2.0,2.0,19.0,3.0
2024-04-06 00:00:00+00:00,2.0,2.0,2.0,1.0
2024-04-07 00:00:00+00:00,2.0,2.0,,
2024-04-08 00:00:00+00:00,5.0,4.0,,
2024-04-09 00:00:00+00:00,1.0,1.0,9.0,7.0
2024-04-10 00:00:00+00:00,5.0,5.0,26.0,16.0
2024-04-11 00:00:00+00:00,5.0,3.0,167.0,9.0
2024-04-12 00:00:00+00:00,2.0,2.0,23.0,10.0
2024-04-13 00:00:00+00:00,2.0,2.0,97.0,2.0
2024-04-14 00:00:00+00:00,1.0,1.0,4.0,1.0
2024-04-15 00:00:00+00:00,,,9.0,6.0
