url_path,views_total,views_unique
/att/qujata/pulls,70,5
/att/qujata,64,20
/att/qujata/issues,43,3
/att/qujata/blob/github-repo-stats/att/qujata/latest-report/report.pdf,38,5
/att/qujata/pull/46,24,3
/att/qujata/edit/main/README.md,22,2
/att/qujata/tree/github-repo-stats/att/qujata/latest-report,18,1
/att/qujata/milestones,16,2
/att/qujata/pull/48,16,2
/att/qujata/issues/new,16,1
