url_path,views_total,views_unique
/att/qujata/pulls,44,6
/att/qujata,43,14
/att/qujata/blob/github-repo-stats/att/qujata/latest-report/report.pdf,32,8
/att/qujata/pull/72,19,3
/att/qujata/pull/75,17,7
/att/qujata/pull/71,14,6
/att/qujata/issues,12,5
/att/qujata/pull/46,11,3
/att/qujata/blob/main/ROADMAP.md,8,4
/att/qujata/pull/72/files,8,2
