url_path,views_total,views_unique
/att/qujata/issues,130,5
/att/qujata,86,23
/att/qujata/tree/main/.github/ISSUE_TEMPLATE,65,2
/att/qujata/pulls,57,6
/att/qujata/issues/new,49,3
/att/qujata/tree/main/.github,41,2
/att/qujata/blob/main/.github/ISSUE_TEMPLATE/bug-report.yml,39,3
/att/qujata/issues/new/choose,32,3
/att/qujata/blob/main/.github/ISSUE_TEMPLATE/feature.yml,25,2
/att/qujata/projects,24,3
