url_path,views_total,views_unique
/att/qujata,88,42
/att/qujata/blob/main/ROADMAP.md,30,10
/att/qujata/issues,12,4
/att/qujata/issues/67,11,7
/att/qujata/tree/main/portal,11,3
/att/qujata/tree/main/curl,10,4
/att/qujata/tree/main/nginx,9,3
/att/qujata/blob/afa50566d883cd33b85b1f6f93db1f37348bab53/portal/mock-server/package.json,9,2
/att/qujata/blob/github-repo-stats/att/qujata/latest-report/report.pdf,8,4
/att/qujata/tree/main/api,8,3
