referrer,views_total,views_unique
Google,110,6
github.com,63,12
atis.org,13,2
statics.teams.cdn.office.net,5,4
Bing,2,2
m.facebook.com,2,1
en.m.wikipedia.org,1,1
kornshell.com,1,1
